-0.524357,9.747292,-4.324149
-0.524357,9.747292,-4.324149
-0.524357,9.747292,-4.324149
-0.524357,9.747292,-4.324149
-0.524357,9.747292,-4.324149
-0.524357,9.747292,-4.324149
-0.509991,9.716166,-4.364852
-0.509991,9.716166,-4.364852
-0.521963,9.723349,-4.345697
-0.495625,9.735320,-4.360064
-0.495625,9.718560,-4.345697
-0.495625,9.718560,-4.345697
-0.502808,9.701799,-4.364852
-0.505202,9.701799,-4.374429
-0.507597,9.708982,-4.333726
-0.502808,9.732925,-4.336120
-0.502808,9.732925,-4.336120
-0.488442,9.752081,-4.343303
-0.500414,9.735320,-4.300205
-0.483653,9.742503,-4.312177
-0.483653,9.742503,-4.312177
-0.490836,9.747292,-4.278656
-0.512385,9.708982,-4.273868
-0.505202,9.692223,-4.312177
-0.505202,9.692223,-4.312177
-0.486048,9.701799,-4.324149
-0.507597,9.706589,-4.324149
-0.531540,9.711377,-4.393584
-0.529146,9.699406,-4.398373
-0.529146,9.699406,-4.398373
-0.531540,9.687433,-4.362458
-0.529146,9.718560,-4.338514
-0.495625,9.716166,-4.364852
-0.495625,9.716166,-4.364852
-0.505202,9.685040,-4.326543
-0.519568,9.730532,-4.350486
-0.543512,9.725743,-4.412739
-0.526751,9.737715,-4.419921
-0.526751,9.737715,-4.419921
-0.495625,9.723349,-4.367247
-0.498019,9.699406,-4.295417
-0.495625,9.720954,-4.343303
-0.495625,9.720954,-4.343303
-0.495625,9.744898,-4.422316
-0.517174,9.764052,-4.381612
-0.507597,9.771235,-4.372035
-0.493231,9.764052,-4.345697
-0.493231,9.764052,-4.345697
-0.509991,9.735320,-4.345697
-0.526751,9.716166,-4.374429
-0.526751,9.735320,-4.355275
-0.526751,9.735320,-4.355275
-0.509991,9.680251,-4.369641
-0.505202,9.699406,-4.343303
-0.507597,9.732925,-4.300205
-0.526751,9.716166,-4.321754
-0.526751,9.716166,-4.321754
-0.507597,9.697011,-4.391190
-0.509991,9.706589,-4.350486
-0.529146,9.718560,-4.333726
-0.529146,9.718560,-4.333726
-0.519568,9.742503,-4.400767
-0.536328,9.744898,-4.393584
-0.500414,9.716166,-4.340909
-0.474076,9.692223,-4.319360
-0.474076,9.692223,-4.319360
-0.519568,9.723349,-4.328937
-0.548300,9.730532,-4.386401
-0.524357,9.706589,-4.379218
-0.517174,9.742503,-4.415133
-0.514780,9.761658,-4.410344
-0.502808,9.706589,-4.350486
-0.495625,9.701799,-4.369641
-0.495625,9.701799,-4.369641
-0.490836,9.740108,-4.393584
-0.498019,9.704194,-4.403162
-0.514780,9.730532,-4.364852
-0.490836,9.720954,-4.374429
-0.490836,9.720954,-4.374429
-0.486048,9.680251,-4.336120
-0.519568,9.744898,-4.254713
-0.476470,9.730532,-4.348092
-0.476470,9.730532,-4.348092
-0.474076,9.706589,-4.369641
-0.498019,9.716166,-4.338514
-0.502808,9.706589,-4.328937
-0.493231,9.737715,-4.324149
-0.493231,9.737715,-4.324149
-0.500414,9.682645,-4.364852
-0.512385,9.742503,-4.300205
-0.514780,9.761658,-4.285840
-0.514780,9.761658,-4.285840
-0.512385,9.725743,-4.336120
-0.541117,9.744898,-4.295417
-0.531540,9.725743,-4.338514
-0.531540,9.725743,-4.338514
-0.512385,9.697011,-4.395978
-0.505202,9.713771,-4.352880
-0.521963,9.732925,-4.285840
-0.536328,9.699406,-4.333726
-0.536328,9.699406,-4.333726
-0.526751,9.670673,-4.357669
-0.519568,9.699406,-4.374429
-0.498019,9.704194,-4.388795
-0.498019,9.704194,-4.388795
-0.478865,9.754475,-4.338514
-0.495625,9.732925,-4.297811
-0.498019,9.711377,-4.328937
-0.493231,9.737715,-4.316966
-0.493231,9.737715,-4.316966
-0.466893,9.732925,-4.348092
-0.457316,9.728137,-4.338514
-0.488442,9.663490,-4.412739
-0.488442,9.663490,-4.412739
-0.502808,9.783207,-4.293023
-0.498019,9.704194,-4.350486
-0.507597,9.718560,-4.352880
-0.507597,9.718560,-4.352880
-0.512385,9.704194,-4.343303
-0.509991,9.713771,-4.304994
-0.524357,9.699406,-4.293023
-0.524357,9.699406,-4.293023
-0.505202,9.632364,-4.388795
-0.512385,9.747292,-4.264290
-0.502808,9.639547,-4.467808
-0.502808,9.639547,-4.467808
-0.519568,9.783207,-4.285840
-0.483653,9.699406,-4.364852
